Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
6452,1934,"77PGDYLE",D,"Doyle Fire/First Responders Paging",Fire Dispatch,"Schoolcraft County (77)"
6453,1935,"77PGMNTQ",D,"Manistique Fire Paging",Fire Dispatch,"Schoolcraft County (77)"
6454,1936,"77PGHIAW",D,"Hiawatha Fire Paging",Fire Dispatch,"Schoolcraft County (77)"
6455,1937,"77PGTHMP",D,"Thompson Fire Paging",Fire Dispatch,"Schoolcraft County (77)"
6456,1938,"77PGINWD",D,"Inwood Fire/First Responders Paging",Fire Dispatch,"Schoolcraft County (77)"
6511,196f,"31CTFDPAGE",D,"Calumet Fire Dept Page",Fire Dispatch,"Houghton County (31)"
6837,1ab5,"61PGNSEMS",D,"Norton Shores EMS Station 2 Paging",EMS Dispatch,"Muskegon County (61) EMS/Hospital"
6999,1b57,"MOTECH6",DE,"Motorola Engineering Technicians 6",Public Works,"MPSCS Technicians"
7000,1b58,"52TRAN1",D,"Marq-Tran Shuttle Buses",Transportation,"Marquette County (52) County Government"
7001,1b59,"SUPMAC",D,"St. Ignace - Mackinac County",Public Works,"MDOT - Superior Region"
7003,1b5b,"52ROAD1",D,"County Road Commission: Primary",Public Works,"Marquette County (52) County Government"
7004,1b5c,"52ROAD2",D,"County Road Commission - Gwinn",Public Works,"Marquette County (52) County Government"
7005,1b5d,"52ROAD3",D,"County Road Commission 3",Public Works,"Marquette County (52) County Government"
7008,1b60,"SWCID8",D,"District - 8 Statewide C.I.D.  ",Law Tac,"State Police - Upper Peninsula Region C.I.D."
7009,1b61,"NETN8",DE,"Narcotics Enforcement 8",Law Tac,"State Police - Statewide"
7010,1b62,"NETN9",DE,"Narcotics Enforcement 9",Law Tac,"State Police - Statewide"
7011,1b63,"BARAGAFG",D,"Baraga County Fireground",Fire-Tac,"State Dept. of Natural Resources - Fire Mgmt."
7012,1b64,"CRYSTL3",D,"Crystal Falls Office",Law Talk,"State Dept. of Natural Resources - District 1"
7013,1b65,"FMGWN",D,"Gwinn Area",Fire-Tac,"State Dept. of Natural Resources - Fire Mgmt."
7014,1b66,"07DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Baraga County (07)"
7015,1b67,"21DRUG",DE,"Countywide Narcotics Enforcement Common ",Law Tac,"Delta County (21)"
7016,1b68,"22DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Dickinson County (22) Law Enforcement"
7017,1b69,"27DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Gogebic County (27)"
7018,1b6a,"31DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Houghton County (31)"
7019,1b6b,"36DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Iron County (36)"
7021,1b6d,"52DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Marquette County (52) Law Enforcement"
7022,1b6e,"55DRUG2",D,"Countywide Narcotics Enforcement Common 2",Law Tac,"Menominee County (55)"
7023,1b6f,"66DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Ontonagon County (66)"
7029,1b75,"DOC",D,"Inmate Labor Workcrews (Upper Peninsula)",Corrections,"State Dept. of Corrections - Northern Region"
7031,1b77,"DOC3601",D,"Iron County 1 (Camp Ottawa)",Corrections,"State Dept. of Corrections - Northern Region"
7032,1b78,"DOC3602",D,"Iron County 2 (Camp Ottawa)",Corrections,"State Dept. of Corrections - Northern Region"
7033,1b79,"DOC3603",D,"Iron County 3 (Camp Ottawa)",Corrections,"State Dept. of Corrections - Northern Region"
7034,1b7a,"FMUP",D,"Upper Peninsula",Fire-Tac,"State Dept. of Natural Resources - Fire Mgmt."
7035,1b7b,"538P911",DE,"Police Dispatch",Law Dispatch,"Wayne County (82) Livonia Public Safety"
7039,1b7f,"31P911",D,"Police Dispatch",Law Dispatch,"Houghton County (31)"
7040,1b80,"42P911",D,"County Police Dispatch ",Law Talk,"Keweenaw County (42)"
7041,1b81,"ATFUP1",D,"A.T.F. Detroit Region: Upper Peninsula",Federal,"Federal Government - Law Enforcement"
7042,1b82,"31COM",D,"Countywide Common (Mutual Aid all agencies)",Interop,"Houghton County (31)"
7050,1b8a,"52P911",De,"Police Dispatch",Law Dispatch,"Marquette County (52) Law Enforcement"
7051,1b8b,"52LEIN",D,"LEIN",Law Talk,"Marquette County (52) Law Enforcement"
7053,1b8d,"52PEAC",D,"Countywide - Emergency All Call",Emergency Ops,"Marquette County (52) Common/Interop"
7054,1b8e,"52EMER",D,"Countywide - Emergency Common",Emergency Ops,"Marquette County (52) Common/Interop"
7057,1b91,"22P911",D,"Police Dispatch",Law Dispatch,"Dickinson County (22) Law Enforcement"
7058,1b92,"22P122",D,"Sheriff  Proprietary",Law Talk,"Dickinson County (22) Law Enforcement"
7059,1b93,"22A122",D,"Sheriff  Administrative",Law Talk,"Dickinson County (22) Law Enforcement"
7060,1b94,"22KIND",DE,"Narcotics Enforcement Team",Multi-Tac,"Dickinson County (22) Law Enforcement"
7061,1b95,"22COM",D,"Countywide Common (Mutual Aid all agencies)",Interop,"Dickinson County (22) Common/Interop"
7062,1b96,"22SPEV1",D,"Special Events 1",Interop,"Dickinson County (22) Common/Interop"
7063,1b97,"22EMER",D,"Emergency Scene",Interop,"Dickinson County (22) Common/Interop"
7065,1b99,"52PD841",D,"Forsyth Twp. Police Proprietary",Law Talk,"Marquette County (52) Law Enforcement"
7066,1b9a,"52SPEV2",D,"Marquette City Tac -2/Countywide Events 2",Interop,"Marquette County (52) Marquette City"
7068,1b9c,"52FE911",D,"Fire/EMS - Dispatch",Fire Dispatch,"Marquette County (52) Fire"
7070,1b9e,"52ADMIN",D,"Dispatch: Admin",Law Talk,"Marquette County (52) Law Enforcement"
7071,1b9f,"52JAIL",D,"Sheriff Department County Jail",Corrections,"Marquette County (52) Law Enforcement"
7072,1ba0,"52PD152",D,"Sheriff Department Admin",Law Talk,"Marquette County (52) Law Enforcement"
7073,1ba1,"52ECOM",D,"Countywide - EMS Common",Interop,"Marquette County (52) Common/Interop"
7074,1ba2,"52EMS",D,"EMS Dispatch",EMS Dispatch,"Marquette County (52) EMS / Hospital"
7075,1ba3,"52C152",D,"Sheriff Department Admin (Intercounty)",Law Talk,"Marquette County (52) Law Enforcement"
7076,1ba4,"52PD559",D,"Marquette City Police - Admin.",Law Talk,"Marquette County (52) Marquette City"
7079,1ba7,"52CINTER",D,"Countywide Interdepartmental",Interop,"Marquette County (52) Common/Interop"
7080,1ba8,"36P911",D,"Police Dispatch",Law Dispatch,"Iron County (36)"
7081,1ba9,"36F911",D,"Fire Dispatch",Fire Dispatch,"Iron County (36)"
7082,1baa,"36E911",D,"EMS Dispatch",EMS Dispatch,"Iron County (36)"
7083,1bab,"36COM",D,"Countywide Common (Mutual Aid all agencies) ",Interop,"Iron County (36)"
7084,1bac,"36LEIN",D,"LEIN ",Law Talk,"Iron County (36)"
7085,1bad,"36SPEV1",D,"Special Events 1",Multi-Tac,"Iron County (36)"
7087,1baf,"NMUDPS1",D,"Northern Michigan University DPS Dispatch",Law Dispatch,"State Colleges and Universities"
7090,1bb2,"USFSMNF",D,"U.S. Forest Service: Manistee National Forest",Federal,"Federal Government"
7092,1bb4,"538COM",D,"Citywide Common",Multi-Tac,"Wayne County (82) Livonia Common/Interop"
7095,1bb7,"66P911",D,"Police Dispatch",Law Dispatch,"Ontonagon County (66)"
7100,1bbc,"42FE911",D,"Fire-EMS Dispatch",Multi-Dispatch,"Keweenaw County (42)"
7101,1bbd,"42FIRE",D,"Countywide Fire",Fire-Tac,"Keweenaw County (42)"
7103,1bbf,"42COM",D,"Countywide Common (Mutual Aid all agencies)",Interop,"Keweenaw County (42)"
7112,1bc8,"52MED2",D,"EMS-to-UP Health System Bell",Hospital,"Marquette County (52) EMS / Hospital"
7113,1bc9,"52MED1",D,"EMS-to-UP Health System",Hospital,"Marquette County (52) EMS / Hospital"
7114,1bca,"36P295",D,"Caspian Police - Proprietary",Law Talk,"Iron County (36)"
7116,1bcc,"D85POST",D,"Post 85: Iron Mountain",Law Talk,"State Police District 8 - Upper Peninsula Region"
7117,1bcd,"52FD215",D,"Ishpeming Twp. Fire Rescue",Fire-Tac,"Marquette County (52) Fire"
7118,1bce,"52FD210",D,"Powell Township - Fire/EMS Common",Multi-Talk,"Marquette County (52) Fire"
7124,1bd4,"07ROAD",D,"Road Commission",Public Works,"Baraga County (07)"
7134,1bde,"52FD203",D,"Ishpeming City Fire Department",Fire-Tac,"Marquette County (52) Fire"
7146,1bea,"66OCPT",D,"Ontonagon County Public Transportation",Transportation,"Ontonagon County (66)"
7147,1beb,"42ROAD1",D,"Road Commission 1",Public Works,"Keweenaw County (42)"
7148,1bec,"42ROAD2",D,"Road Commission 2",Public Works,"Keweenaw County (42)"
7149,1bed,"31OTAWA",D,"U.S. Forest Service Ottawa National Forest",Federal,"Federal Government"
7150,1bee,"FWSUP2",D,"U.S. Fish and Wildlife Service: Upper Peninsula 2",Federal,"Federal Government"
7151,1bef,"FWSUP3",D,"U.S. Fish and Wildlife Service: Upper Peninsula 3",Federal,"Federal Government"
7154,1bf2,"DNREEM8",D,"Emergency Management 8",Emergency Ops,"State Dept. of Natural Resources - Statewide"
7155,1bf3,"SNOW GROM",D,"Snow Trail Groomers - Keweenaw Peninsula",Public Works,"State Dept. of Natural Resources - District 1"
7156,1bf4,"31ROAD1",D,"Road Commission 1",Public Works,"Houghton County (31)"
7157,1bf5,"31ROAD2",D,"Road Commission 2",Public Works,"Houghton County (31)"
7158,1bf6,"31ROAD3",D,"Road Commission 3",Public Works,"Houghton County (31)"
7163,1bfb,"31CCISD",D,"County Intermediate School District Common",Schools,"Houghton County (31)"
7172,1c04,"31SCHOOL",D,"Houghton area school",Schools,"Houghton County (31)"
7177,1c09,"27LKEFPG",D,"Lake Gogebic Fire Page",Fire Dispatch,"Gogebic County (27)"
7180,1c0c,"494DPW1",D,"Ironwood DPW 1",Public Works,"Gogebic County (27)"
7187,1c13,"D8TTEU2",De,"Tobacco Tax Enforcement Unit 2",Law Tac,"State Police - Upper Peninsula Region C.I.D."
7190,1c16,"FWSUP1",DE,"U.S. Fish and Wildlife Service: Upper Peninsula 1",Federal,"Federal Government"
7197,1c1d,"42AFRPAGE",D,"Allouez First Responders Page",EMS Dispatch,"Keweenaw County (42)"
7200,1c20,"42CHFRPAGE",D,"Copper Harbor First Responders Page",EMS Dispatch,"Keweenaw County (42)"
7201,1c21,"42EMSPAGE",D,"County EMS Page",EMS Dispatch,"Keweenaw County (42)"
7206,1c26,"31MTUTS",D,"Michigan Tech Transportation Services",Public Works,"Houghton County (31)"
7207,1c27,"55ROAD1",D,"Menominee County Road Comm. 1",Public Works,"Menominee County (55)"
7209,1c29,"55ROAD2",D,"Menominee County Road Comm. 2",Public Works,"Menominee County (55)"
7211,1c2b,"55ROAD3",D,"Menominee County Road Comm. 3",Public Works,"Menominee County (55)"
7213,1c2d,"27MARFPG",D,"Marenisco Fire Page",Fire Dispatch,"Gogebic County (27)"
7214,1c2e,"27MAREPG",D,"Marenisco EMS Page",EMS Dispatch,"Gogebic County (27)"
7216,1c30,"27IASBUS",D,"Ironwood Area Schools Bus",Transportation,"Gogebic County (27)"
7219,1c33,"31MERCY",D,"Mercy Ambulance Dispatch",EMS Dispatch,"Houghton County (31)"
7220,1c34,"27WTRMPG",D,"Watersmeet Rescue/First Responders",Fire Dispatch,"Gogebic County (27)"
7999,1f3f,"MOTECH7",DE,"Motorola Engineering Technicians 7",Public Works,"MPSCS Technicians"
8001,1f41,"DPSEAC",D,"Citywide Emergency Public Safety All Call",Emergency Ops,"Wayne County (82) Detroit Common/Interop"
8003,1f43,"DCARUNWY",D,"Runway Maintenance Crews",Public Works,"Wayne County (82) Detroit City Airport"
8004,1f44,"DCAROPS1",D,"City Airport Ops 1",Public Works,"Wayne County (82) Detroit City Airport"
8005,1f45,"DCAROPS2",D,"City Airport Ops 2",Public Works,"Wayne County (82) Detroit City Airport"
8006,1f46,"DCAROPS3",D,"City Airport Ops 3",Public Works,"Wayne County (82) Detroit City Airport"
8007,1f47,"DCAROPS4",D,"City Airport Ops 4",Public Works,"Wayne County (82) Detroit City Airport"
8008,1f48,"82DDOT1",D,"Dispatch",Transportation,"Wayne County (82) Detroit Dept. of Transportation (DDOT)"
8009,1f49,"82DDOT2",D,"Secondary",Transportation,"Wayne County (82) Detroit Dept. of Transportation (DDOT)"
8014,1f4e,"BUSOP",D,"Detroit Transit Ops",Transportation,"Wayne County (82) Detroit Dept. of Transportation (DDOT)"
8015,1f4f,"BUSPO",D,"Detroit Transit Police",Law Tac,"Wayne County (82) Detroit Dept. of Transportation (DDOT)"
8022,1f56,"DECOM1",D,"Citywide Common 1",Interop,"Wayne County (82) Detroit Common/Interop"
8023,1f57,"DECOM2",D,"Citywide Common 2",Interop,"Wayne County (82) Detroit Common/Interop"
8024,1f58,"DECOM3",D,"Citywide Common 3",Interop,"Wayne County (82) Detroit Common/Interop"
8025,1f59,"DECOM4",D,"Citywide Common 4",Interop,"Wayne County (82) Detroit Common/Interop"
8026,1f5a,"DEPSC01",D,"Public Safety Common 1",Interop,"Wayne County (82) Detroit Common/Interop"
8027,1f5b,"DEPSC10",D,"Public Safety Common 10",Interop,"Wayne County (82) Detroit Common/Interop"
8028,1f5c,"DEPSC11",D,"Public Safety Common 11",Interop,"Wayne County (82) Detroit Common/Interop"
8029,1f5d,"DEPSC02",D,"Public Safety Common 2",Interop,"Wayne County (82) Detroit Common/Interop"
8030,1f5e,"DEPSC03",D,"Public Safety Common 3",Interop,"Wayne County (82) Detroit Common/Interop"
8031,1f5f,"DEPSC04",D,"Public Safety Common 4",Interop,"Wayne County (82) Detroit Common/Interop"
8032,1f60,"DEPSC05",D,"Public Safety Common 5",Interop,"Wayne County (82) Detroit Common/Interop"
8033,1f61,"DEPSC06",D,"Public Safety Common 6",Interop,"Wayne County (82) Detroit Common/Interop"
8034,1f62,"DEPSC07",D,"Public Safety Common 7",Interop,"Wayne County (82) Detroit Common/Interop"
8035,1f63,"DEPSC08",D,"Public Safety Common 8",Interop,"Wayne County (82) Detroit Common/Interop"
8036,1f64,"DEPSC09",D,"Public Safety Common 9",Interop,"Wayne County (82) Detroit Common/Interop"
8040,1f68,"DPD01",D,"Central District Dispatch - (Precincts 1, 3)",Law Dispatch,"Wayne County (82) Detroit Police - Dispatch/Operations"
8041,1f69,"DPD01D",D,"Precinct 1 - Desk Channel",Law Talk,"Wayne County (82) Detroit Police - Dispatch/Operations"
8042,1f6a,"DPD01I",D,"Precinct 1",Law Tac,"Wayne County (82) Detroit Police - Internal Operations Division"
8043,1f6b,"DPD02",D,"Southwestern District Dispatch - (Precincts 2, 4)",Law Dispatch,"Wayne County (82) Detroit Police - Dispatch/Operations"
8044,1f6c,"DPD02D",D,"Precinct 2 - Desk Channel",Law Talk,"Wayne County (82) Detroit Police - Dispatch/Operations"
8045,1f6d,"DPD02I",D,"Precinct 2",Law Tac,"Wayne County (82) Detroit Police - Internal Operations Division"
8046,1f6e,"DPD03",D,"Northeastern Dispatch (Precincts 7, 11,16 (Highland Park)",Law Dispatch,"Wayne County (82) Detroit Police - Dispatch/Operations"
8047,1f6f,"DPD03D",D,"Precinct 3 - Desk Channel",Law Talk,"Wayne County (82) Detroit Police - Dispatch/Operations"
8048,1f70,"DPD03I",D,"Precinct 3",Law Tac,"Wayne County (82) Detroit Police - Internal Operations Division"
8049,1f71,"DPD04",D,"Northwestern District Dispatch - (Precincts 6, 8)",Law Dispatch,"Wayne County (82) Detroit Police - Dispatch/Operations"
8050,1f72,"DPD04D",D,"Precinct 4 - Desk Channel",Law Talk,"Wayne County (82) Detroit Police - Dispatch/Operations"
8051,1f73,"DPD04I",D,"Precinct 4",Law Tac,"Wayne County (82) Detroit Police - Internal Operations Division"
8052,1f74,"DPD05",D,"Citywide Special Events "Track 5"",Law Dispatch,"Wayne County (82) Detroit Police - Dispatch/Operations"
8053,1f75,"DPD05D",D,"Precinct 5 - Desk Channel",Law Talk,"Wayne County (82) Detroit Police - Dispatch/Operations"
8054,1f76,"DPD05I",D,"Precinct 5",Law Tac,"Wayne County (82) Detroit Police - Internal Operations Division"
8055,1f77,"DPD06",D,"Western District Dispatch - (Precints 10, 12)",Law Dispatch,"Wayne County (82) Detroit Police - Dispatch/Operations"
8056,1f78,"DPD06D",D,"Precinct 6 - Desk Channel",Law Talk,"Wayne County (82) Detroit Police - Dispatch/Operations"
8057,1f79,"DPD06I",D,"Precinct 6",Law Tac,"Wayne County (82) Detroit Police - Internal Operations Division"
8058,1f7a,"DPD07",D,"Eastern District Dispatch - (Precints 5, 9)",Law Dispatch,"Wayne County (82) Detroit Police - Dispatch/Operations"
8059,1f7b,"DPD07D",D,"Precinct 7 - Desk Channel",Law Talk,"Wayne County (82) Detroit Police - Dispatch/Operations"
8060,1f7c,"DPD07I",D,"Precinct 7",Law Tac,"Wayne County (82) Detroit Police - Internal Operations Division"
8061,1f7d,"DPD08",D,"Homicide Division",Law Tac,"Wayne County (82) Detroit Police - Dispatch/Operations"
8062,1f7e,"DPD08D",D,"Precinct 8 - Desk Channel",Law Talk,"Wayne County (82) Detroit Police - Dispatch/Operations"
8063,1f7f,"DPD08I",D,"Precinct 8",Law Tac,"Wayne County (82) Detroit Police - Internal Operations Division"
8064,1f80,"DPD09",D,"Evidence Technicians",Law Tac,"Wayne County (82) Detroit Police - Dispatch/Operations"
8065,1f81,"DPD09D",D,"Precinct 9 - Desk Channel",Law Talk,"Wayne County (82) Detroit Police - Dispatch/Operations"
8066,1f82,"DPD09I",D,"Precinct 9",Law Tac,"Wayne County (82) Detroit Police - Internal Operations Division"
8067,1f83,"DPD10",D,"Gaming Division (Casinos)",Law Tac,"Wayne County (82) Detroit Police - Dispatch/Operations"
8068,1f84,"DPD10D",D,"Precinct 10 - Desk Channel",Law Talk,"Wayne County (82) Detroit Police - Dispatch/Operations"
8069,1f85,"DPD10I",D,"Precinct 10",Law Tac,"Wayne County (82) Detroit Police - Internal Operations Division"
8070,1f86,"DPD11",D,"Command (Taskforce Base)",Law Tac,"Wayne County (82) Detroit Police - Dispatch/Operations"
8071,1f87,"DPD11D",D,"Precinct 11 - Desk Channel",Law Talk,"Wayne County (82) Detroit Police - Dispatch/Operations"
8072,1f88,"DPD11I",D,"Precinct 11",Law Tac,"Wayne County (82) Detroit Police - Internal Operations Division"
8073,1f89,"DPD12",D,"Command",Law Tac,"Wayne County (82) Detroit Police - Dispatch/Operations"
8074,1f8a,"DPD12D",D,"Precinct 12 - Desk Channel",Law Talk,"Wayne County (82) Detroit Police - Dispatch/Operations"
8075,1f8b,"DPD12I",D,"Precinct 12",Law Tac,"Wayne County (82) Detroit Police - Internal Operations Division"
8076,1f8c,"DPD13",D,"Traffic Enforcement",Law Talk,"Wayne County (82) Detroit Police - Dispatch/Operations"
8077,1f8d,"DPD13D",D,"Precinct 13 - Desk Channel",Law Talk,"Wayne County (82) Detroit Police - Dispatch/Operations"
8078,1f8e,"DPD13I",D,"Precinct 13",Law Tac,"Wayne County (82) Detroit Police - Internal Operations Division"
8079,1f8f,"DPD14",D,"Gang Taskforce Units",Law Tac,"Wayne County (82) Detroit Police - Dispatch/Operations"
8080,1f90,"DPD15",D,"Channel 15",Law Tac,"Wayne County (82) Detroit Police - Dispatch/Operations"
8081,1f91,"DPD16",D,"Channel 16",Law Tac,"Wayne County (82) Detroit Police - Dispatch/Operations"
8082,1f92,"DPDCID3",D,"Detectives 3",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8083,1f93,"DPDCID4",D,"Detectives 4",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8084,1f94,"DPDCID5",D,"Detectives 5",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8085,1f95,"DPDCM01",D,"Command - 1",Law Talk,"Wayne County (82) Detroit Police - Command"
8086,1f96,"DPDCM02",D,"Command - 2",Law Talk,"Wayne County (82) Detroit Police - Command"
8087,1f97,"DPDCM03",D,"Command - 3",Law Talk,"Wayne County (82) Detroit Police - Command"
8088,1f98,"DPDCM04",D,"Command - 4",Law Talk,"Wayne County (82) Detroit Police - Command"
8089,1f99,"DPDCM05",D,"Command - 5 (Tow Truck Dispatch)",Law Talk,"Wayne County (82) Detroit Police - Command"
8090,1f9a,"DPDCM06",D,"Command - 6",Law Talk,"Wayne County (82) Detroit Police - Command"
8091,1f9b,"DPDCM07",D,"Command - 7",Law Talk,"Wayne County (82) Detroit Police - Command"
8092,1f9c,"DPDCM08",D,"Command - 8",Law Talk,"Wayne County (82) Detroit Police - Command"
8093,1f9d,"DPDCM09",D,"Command - 9",Law Talk,"Wayne County (82) Detroit Police - Command"
8094,1f9e,"DPDCM10",D,"Command - 10",Law Talk,"Wayne County (82) Detroit Police - Command"
8095,1f9f,"DPDCID6",D,"Detectives 6",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8096,1fa0,"DPDCID7",D,"Detectives 7",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8097,1fa1,"DPDCID8",D,"Detectives 8",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8098,1fa2,"DPDCID9",D,"Detectives 9",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8099,1fa3,"DPDCID10",D,"Detectives 10",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8100,1fa4,"DPDCID11",D,"Detectives 11",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8101,1fa5,"DPDCID12",D,"Detectives 12",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8102,1fa6,"DPDCID13",D,"Detectives 13",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8103,1fa7,"DPDCID14",DE,"Detectives 14",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8104,1fa8,"DPDCID15",D,"Detectives 15",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8105,1fa9,"DPDCID16",D,"Detectives 16",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8106,1faa,"DPDCID17",D,"Detectives 17",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8107,1fab,"DPDCID18",D,"Detectives 18",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8108,1fac,"DPDCID19",D,"Detectives 19",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8109,1fad,"DPDCID20",D,"Detectives 20",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8110,1fae,"DPDCID21",D,"Detectives 21",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8111,1faf,"DPDCID22",D,"Detectives 22",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8112,1fb0,"DPDCID23",D,"Detectives "Surveillance 1"",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8113,1fb1,"DPDCID24",D,"Detectives 24",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8114,1fb2,"DPDCID25",D,"Detectives 25",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8115,1fb3,"DPDCID26",D,"Detectives 26",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8116,1fb4,"DPDCID27",D,"Detectives 27",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8117,1fb5,"DPDCID28",D,"Detectives 28",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8118,1fb6,"DPDCID29",D,"Detectives29 ",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8119,1fb7,"DPDCID30",D,"Detectives 30",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8120,1fb8,"DPDCID31",D,"Detectives 31",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8121,1fb9,"DPDCID32",D,"Detectives 32",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8122,1fba,"DPDCID33",D,"Detectives 33",Law Tac,"Wayne County (82) Detroit Police - Criminal Investigation Div."
8123,1fbb,"DPDTA01",D,"Citywide Tac - 1",Law Tac,"Wayne County (82) Detroit Police - Tactical Ops"
8124,1fbc,"DPDTA02",D,"Citywide Tac - 2",Law Tac,"Wayne County (82) Detroit Police - Tactical Ops"
8125,1fbd,"DPDTA03",D,"Citywide Tac - 3",Law Tac,"Wayne County (82) Detroit Police - Tactical Ops"
8126,1fbe,"DPDTA04",D,"Citywide Tac - 4",Law Tac,"Wayne County (82) Detroit Police - Tactical Ops"
8127,1fbf,"DPDTA05",D,"Citywide Tac - 5",Law Tac,"Wayne County (82) Detroit Police - Tactical Ops"
8128,1fc0,"DPDTA06",D,"Citywide Tac - 6",Law Tac,"Wayne County (82) Detroit Police - Tactical Ops"
8129,1fc1,"DPDTA07",D,"Citywide Tac - 7",Law Tac,"Wayne County (82) Detroit Police - Tactical Ops"
8130,1fc2,"DPDTA08",D,"Citywide Tac - 8",Law Tac,"Wayne County (82) Detroit Police - Tactical Ops"
8131,1fc3,"DPDTA09",D,"Citywide Tac - 9",Law Tac,"Wayne County (82) Detroit Police - Tactical Ops"
8132,1fc4,"DPDTA10",D,"Citywide Tac - 10",Law Tac,"Wayne County (82) Detroit Police - Tactical Ops"
8133,1fc5,"DPDTS01",D,"Technicians 1",Law Talk,"Wayne County (82) Detroit Police - Technical Services"
8134,1fc6,"DPDTS02",D,"Technicians 2",Law Talk,"Wayne County (82) Detroit Police - Technical Services"
8135,1fc7,"DPDTS03",D,"Technicians 3",Law Talk,"Wayne County (82) Detroit Police - Technical Services"
8136,1fc8,"DPDTS04",D,"Technicians 4",Law Talk,"Wayne County (82) Detroit Police - Technical Services"
8137,1fc9,"DPDTS05",D,"Technicians 5",Law Talk,"Wayne County (82) Detroit Police - Technical Services"
8138,1fca,"DPDTS06",D,"Technicians 6",Law Talk,"Wayne County (82) Detroit Police - Technical Services"
8139,1fcb,"DPDTS07",D,"Technicians 7",Law Talk,"Wayne County (82) Detroit Police - Technical Services"
8140,1fcc,"DPDTS08",D,"Technicians 8",Law Talk,"Wayne County (82) Detroit Police - Technical Services"
8141,1fcd,"DPDTS09",D,"Technicians 9",Law Talk,"Wayne County (82) Detroit Police - Technical Services"
8142,1fce,"DPDTS10",D,"Technicians 10",Law Talk,"Wayne County (82) Detroit Police - Technical Services"
8150,1fd6,"DWSFR",D,"Supervisors - Field Representatives",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8151,1fd7,"RadioTechs",D,"Radio Techs - Testing",Public Works,"Wayne County (82) Detroit City Radio Technicians"
8152,1fd8,"DETBLD1",D,"Building Security Dispatch",Security,"Wayne County (82) Detroit City Services"
8153,1fd9,"RadioTechs",D,"Radio Techs - Testing",Public Works,"Wayne County (82) Detroit City Radio Technicians"
8154,1fda,"Testing",D,"Radio Techs - Testing",Public Works,"Wayne County (82) Detroit City Radio Technicians"
8155,1fdb,"DWSSEC1",D,"Security Dispatch",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8156,1fdc,"DWSSEC2",D,"Security Secondary",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8157,1fdd,"DWSAT1",D,"Security 1",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8158,1fde,"DWSAT2",D,"Security 2",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8159,1fdf,"DWSAT3",D,"Security 3",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
8160,1fe0,"DWSAT4",D,"Security 4",Public Works,"Wayne County (82) Detroit Water and Sewerage Dept."
