4218,107A,D,04P375,Alpena Police Proprietary,Law Talk,Alpena County 04,1
4219,107B,D,24SWAT,Sheriff  Special Weapons and Tactics Unit,Law Tac,Emmet County 24,1
4220,107C,D,GCAC,Camp Grayling Artillery Command,Military,Michigan National Guard,1
4221,107D,D,371 CORE,371st Core Support Group,Military,Michigan National Guard,1
4222,107E,DE,SANE1,Straits Area Narcotics Enforcement Team,Law Tac,State Police  Northern Region CID,1
4223,107F,D,04ARMC,MidMichigan Medical Center  Alpena EMS to Hospital,Hospital,Alpena County 04,1
4225,1081,D,16CBMH,McLaren Northern Michigan Cheboygan Campus,Hospital,Cheboygan County 16,1
4226,1082,D,Kalk MHC Reports,Kalkaska Memorial Health Center Patient Reports,Hospital,Kalkaska County 40,1
4227,1083,D,83CADMH,Cadillac EMS to Munson HealthcareCadillac,Hospital,Wexford County 83,1
4228,1084,D,20MUNGRAY,Munson HealthcareGrayling,Hospital,Crawford County 20 EMSHospital,1
4229,1085,D,28MMC,Munson Medical Center HERN,Hospital,Grand Traverse County 28 EMS,1
4233,1089,D,51MMMC,Munson Healthcare Manistee Hospital  800 MHz HERN,Hospital,Manistee County 51 Fire  EMS,1
4235,108B,D,NFEMS2,North Flight 2 Ground Ops Statewide Based out of Traverse City,EMS-Talk,Statewide Aeronautical Medical,1
4240,1090,D,15COM,Countywide Common Mutual Aid all agencies ,Interop,Charlevoix County 15,1
4245,1095,D,RG7MC1,Region 7 Medical Control Authority 1 ,Hospital,Regional Medical Control Authority Talkgroups,1
4248,1098,D,01E911,Central 911 EMS Dispatch,EMS Dispatch,Alcona County 01,1
4261,10A5,D,05TAC1,Central 911 Police  Tactical 1,Law Tac,Antrim County 05,1
4262,10A6,D,05TAC2,Central 911 Police  Tactical 2,Law Tac,Antrim County 05,1
4263,10A7,D,05SPEV1,Special Events 1,Interop,Antrim County 05,1
4264,10A8,D,05SPEV2,Special Events 2,Interop,Antrim County 05,1
4265,10A9,D,05EMD,Emergency Management,Emergency Ops,Antrim County 05,1
4266,10AA,D,05ADMIN,Administrative Staff,Law Talk,Antrim County 05,1
4267,10AB,D,51FADM,Manistee County Fire Admin Chiefs Radios Only,Fire-Talk,Manistee County 51 Fire  EMS,1
4268,10AC,D,51FGRN1,Manistee County Fireground 1,Fire-Tac,Manistee County 51 Fire  EMS,1
4269,10AD,D,51FGRN2,Manistee County Fireground 2,Fire-Tac,Manistee County 51 Fire  EMS,1
4270,10AE,D,51EMS,Manistee County EMS UnittoUnit,EMS-Talk,Manistee County 51 Fire  EMS,1
4271,10AF,D,51FD01,Bear Lake Fireground,Fire-Talk,Manistee County 51 Fire  EMS,1
4272,10B0,D,51FD02,Cleon Twp Fireground,Fire-Talk,Manistee County 51 Fire  EMS,1
4273,10B1,D,51FD03,Eastlake Fireground,Fire-Talk,Manistee County 51 Fire  EMS,1
4274,10B2,D,51FD04,Filer Twp Fireground,Fire-Talk,Manistee County 51 Fire  EMS,1
4275,10B3,D,51FD05,Manistee City Fireground,Fire-Talk,Manistee County 51 Fire  EMS,1
4276,10B4,D,51FD06,Maple Grove Fireground,Fire-Talk,Manistee County 51 Fire  EMS,1
4277,10B5,D,51FD07,Onekama Twp Fireground,Fire-Talk,Manistee County 51 Fire  EMS,1
4278,10B6,D,51FD08,Norman Twp Fireground,Fire-Talk,Manistee County 51 Fire  EMS,1
4279,10B7,D,51FD09,Dickson Twp Fireground,Fire-Talk,Manistee County 51 Fire  EMS,1
4280,10B8,D,51FD10,Manistee Twp Fireground,Fire-Talk,Manistee County 51 Fire  EMS,1
4281,10B9,D,51FD11,Stronach Twp Fireground,Fire-Talk,Manistee County 51 Fire  EMS,1
4282,10BA,D,51FD12,Arcadia Fireground,Fire-Talk,Manistee County 51 Fire  EMS,1
4283,10BB,D,51JAWS,Manistee County Jaws Team,Fire-Tac,Manistee County 51 Fire  EMS,1
4288,10C0,D,20P911,Central 911 Police Dispatch,Law Dispatch,Crawford County 20 Law Enforcement,1
4290,10C2,D,71E911,Central 911 EMS Dispatch,EMS Dispatch,Presque Isle 71,1
4291,10C3,D,71F911,Central 911 Fire Dispatch,Fire Dispatch,Presque Isle 71,1
4296,10C8,D,05BPD,Bellaire  Police Proprietary,Law Talk,Antrim County 05,1
4298,10CA,D,05ECOM,Countywide Emergency Common Mutual Aid All Public Safety Agencies,Interop,Antrim County 05,1
4300,10CC,D,05ERPD,Elk Rapids Police  Proprietary,Law Talk,Antrim County 05,1
4301,10CD,D,05FE911,Central 911 FireEMS  Dispatch,Fire Dispatch,Antrim County 05,1
4302,10CE,D,05HD,Public Safety,Multi-Tac,Antrim County 05,1
4303,10CF,D,05HS,Homeland Security,Multi-Tac,Antrim County 05,1
4304,10D0,D,05JAIL1,Sheriff  Corrections Division 1,Corrections,Antrim County 05,1
4305,10D1,D,05JAIL2,Sheriff  Corrections Division 2,Corrections,Antrim County 05,1
4306,10D2,D,05LEIN,Central 911 Police  LEIN,Law Talk,Antrim County 05,1
4311,10D7,D,28LEIN,Central 911 Police LEIN File Checks,Law Talk,Grand Traverse County 28 Law Enforcement,1
4320,10E0,D,28JAIL,Sheriff County Jail,Corrections,Grand Traverse County 28 Law Enforcement,1
4321,10E1,D,28TCAPS,Traverse City Area Public Schools,Schools,Grand Traverse County 28 Government,1
4322,10E2,D,28MARINE,Sheriff Marine Division,Law Tac,Grand Traverse County 28 Law Enforcement,1
4324,10E4,D,781TCFD2,Traverse City Fire Station 12,Fire-Tac,Grand Traverse County 28 Fire,1
4328,10E8,D,28GTFG1,County Fireground 1,Fire-Tac,Grand Traverse County 28 Fire,1
4329,10E9,D,28GTFG2,County Fireground 2,Fire-Tac,Grand Traverse County 28 Fire,1
4330,10EA,D,28GTFG3,County Fireground 3,Fire-Tac,Grand Traverse County 28 Fire,1
4335,10EF,D,10FE911,Central 911 FireEMS  Dispatch,Fire Dispatch,Benzie County 10 FireEMS,1
4336,10F0,D,83FE911,Central 911 Fire and EMS Dispatch,Fire Dispatch,Wexford County 83,1
4344,10F8,D,64WHITE,Fire  Fireground White,Fire-Tac,Oceana County 64,1
4345,10F9,D,64BLUE,Fire  Fireground Blue,Fire-Tac,Oceana County 64,1
4346,10FA,D,24AEMS,Allied EMS  Proprietary,EMS-Talk,Emmet County 24,1
4408,1138,D,28UTIL,Utilities,Utilities,Grand Traverse County 28 Government,1
4424,1148,D,72PGGTEMS,Gerrish Twp EMS Paging,EMS Dispatch,Roscommon County 72,1
4500,1194,D,45TAC,Sheriffs Dept  Tactical,Law Tac,Leelanau County 45,1
4506,119A,D,DNRMNFFG,Manistee National Forest Fireground,Fire-Tac,State Dept of Natural Resources  Fire Mgmt,1
4509,119D,D,UPFISH ,Upper Peninsula Fisheries and Marine Research ,Law Talk,State Dept of Natural Resources  Statewide,1
4511,119F,D,68EMS,Central 911 EMS Dispatch,EMS Dispatch,Oscoda County 68,1
4540,11BC,D,MOBILE COM,Mobiles Common,Multi-Tac,Crawford County 20 CommonInterop,1
4541,11BD,D,20EMER2,Emergency Scene 2 All Radios ,Multi-Tac,Crawford County 20 CommonInterop,1
4542,11BE,D,LOVELLS EMS,Lovells Twp EMS,EMS-Talk,Crawford County 20 EMSHospital,1
4544,11C0,D,04FE911,Central 911 FireEMS  Dispatch,Multi-Dispatch,Alpena County 04,1
4547,11C3,D,24E911,Central 911 EMS Dispatch,EMS Dispatch,Emmet County 24,1
4553,11C9,D,72WE911,Fire Operations,Fire Dispatch,Roscommon County 72,1
4554,11CA,D,72RTFDTAC,Fire Richfield Township Tactical,Fire-Tac,Roscommon County 72,1
4555,11CB,D,72WF911,EMS  ALS Dispatch,EMS Dispatch,Roscommon County 72,1
4556,11CC,D,72WFP911,Fire Richfield Twp Operations,Fire Dispatch,Roscommon County 72,1
4557,11CD,D,72EE911,Fire Operations,Fire Dispatch,Roscommon County 72,1
4559,11CF,D,72EF911,Fire Operations,Fire Dispatch,Roscommon County 72,1
4570,11DA,D,72MTFD,Fire Markey Twp Operations,Fire Dispatch,Roscommon County 72,1
4572,11DC,D,USCGTVC,US Coast Guard Station Traverse City Ops,Military,US Department of Defense,1
4575,11DF,D,45FE911,Central 911 Fire  EMS Dispatch,Fire Dispatch,Leelanau County 45,1
4584,11E8,D,60TTEMS2,Tri Township EMS 2,EMS-Talk,Montmorency County 60,1
4585,11E9,D,60TTEMS1,Tri Township EMS 1,EMS Dispatch,Montmorency County 60,1
4591,11EF,D,NFAMADM,Aero Med 3 Based out of Traverse City  HelicopterFixed Wing,EMS Dispatch,Statewide Aeronautical Medical,1
4614,1206,D,28FE911,Central 911 Fire Main Dispatch,Fire Dispatch,Grand Traverse County 28 Fire,1
4821,12D5,D,05COM,Countywide Common Mutual Aid all agencies,Interop,Antrim County 05,1
4967,1367,D,10P911,Central 911 Police Dispatch ,Law Dispatch,Benzie County 10,1
4968,1368,D,45P911,Central 911 Police Dispatch,Law Dispatch,Leelanau County 45,1
4973,136D,D,28911AC,Countywide Emergency AllCall,Emergency Ops,Grand Traverse County 28 CommonInterop,1
4999,1387,DE,MOTECH4,Motorola Engineering Technicians 4,Public Works,MPSCS Technicians,1
5005,138D,D,28TNT1,Traverse Narcotics Team 1,Law Tac,Grand Traverse County 28 Law Enforcement,1
5006,138E,D,28DRUG,Countywide Narcotics Enforcement Common  TNT 1,Law Tac,Grand Traverse County 28 Law Enforcement,1
5007,138F,D,28NARC1,Countywide Narcotics Enforcement  TNT 2,Law Tac,Grand Traverse County 28 Law Enforcement,1
5008,1390,DE,TNT 1,Traverse Narcotics Team 1,Law Tac,State Police  Northern Region CID,1
5009,1391,DE,16CID,Detectives,Law Tac,Cheboygan County 16,1
5010,1392,D,DNR05,District 5 Dispatch,Law Dispatch,State Dept of Natural Resources  District 5,1
5011,1393,D,DOCNCOM,Northern Region Common,Corrections,State Dept of Corrections  Northern Region,1
5013,1395,D,D7CARS,Northern Region CartoCarTactical,Law Tac,State Police District 7  Northern Region,1
5014,1396,D,D6MCDS,Motor Carrier Enforcement South,Law Talk,State Police District 6  Grand Valley Region,1
5015,1397,D,D73POST,Post 73 Gaylord Post Channel,Law Talk,State Police District 7  Northern Region,1
5017,1399,D,16COM,Countywide Common Mutual Aid all agencies,Interop,Cheboygan County 16,1
5020,139C,D,D71CAR,Post 71 Cadillac CartoCar,Law Talk,State Police District 7  Northern Region,1
5021,139D,D,69DRUG,County Narcotics Enforcement Common,Law Tac,Otsego County 69,1
5025,13A1,D,DOC2801,Grand Traverse County 1 Camp Pugsley,Corrections,State Dept of Corrections  Northern Region,1
5026,13A2,D,DOC2802,Grand Traverse County 2 Camp Pugsley,Corrections,State Dept of Corrections  Northern Region,1
5027,13A3,D,69P911,Central 911 Police Dispatch,Law Dispatch,Otsego County 69,1
5028,13A4,D,CCE911,Mutual Aid,Interop,Emmet County 24,1
5031,13A7,D,69COM,Countywide Common Mutual Aid all agencies,Interop,Otsego County 69,1
5032,13A8,D,69LEIN,Central 911 Police LEIN,Law Talk,Otsego County 69,1
5033,13A9,D,28P911,Central 911 Police Dispatch,Law Dispatch,Grand Traverse County 28 Law Enforcement,1
5034,13AA,D,69SPEV1,Special Events 1 ,Multi-Tac,Otsego County 69,1
5039,13AF,D,69E911,EMS CartoCar,EMS-Talk,Otsego County 69,1
5040,13B0,D,69F911,Central 911 Fire  Admin,Fire-Talk,Otsego County 69,1
5042,13B2,D,69PD169,Sheriff  CartoCar,Law Talk,Otsego County 69,1
5043,13B3,D,69PD421,Gaylord Police Ops,Law Talk,Otsego County 69,1
5048,13B8,D,STRTSP,Straights State Park,Law Talk,State Dept of Natural Resources  District 2,1
5049,13B9,D,BRIMLEY2,Brimley State Park,Law Talk,State Dept of Natural Resources  District 2,1
5050,13BA,D,TAHFALS03,Tahquamenon Falls State Park ,Law Talk,State Dept of Natural Resources  District 2,1
5051,13BB,D,MUSKAL2,Muskallonge State Park Deer State Park,Law Talk,State Dept of Natural Resources  District 2,1
5055,13BF,D,02E911,Central 911 EMS Dispatch,EMS Dispatch,Alger County 02,1
5056,13C0,D,02MMH1,County EMS to Hospital,Hospital,Alger County 02,1
5057,13C1,D,02COM,Countywide Common Mutual Aid all agencies,Interop,Alger County 02,1
5058,13C2,D,02MMH3,County EMS to Hospital,Hospital,Alger County 02,1
5059,13C3,D,02MMH4,County EMS to Hospital,Hospital,Alger County 02,1
5060,13C4,D,02PD602,Munising Police Proprietary,Law Talk,Alger County 02,1
5061,13C5,D,02P911,Central 911 Police Dispatch,Law Dispatch,Alger County 02,1
5063,13C7,D,02SPEV2,Special Events 2,Interop,Alger County 02,1
5064,13C8,D,21COM,Countywide Common Mutual Aid all agencies,Interop,Delta County 21,1
5065,13C9,D,21SPEV1,Special Events 1,Multi-Tac,Delta County 21,1
5066,13CA,D,21SPEV2,Special Events 2,Multi-Tac,Delta County 21,1
5067,13CB,D,48COM,Countywide Common Mutual Aid all agencies,Interop,Luce County 48,1
5068,13CC,D,17SPEV1,Special Events 1,Interop,Chippewa County 17,1
5069,13CD,D,17SPEV2,Special Events 2,Interop,Chippewa County 17,1
5070,13CE,D,55E911,Central 911 EMS  Dispatch ,EMS Dispatch,Menominee County 55,1
5071,13CF,D,55SPEV1,Special Events 1,Interop,Menominee County 55,1
5072,13D0,D,55SPEV2,Special Events 2,Interop,Menominee County 55,1
5077,13D5,D,55P911,Central 911 Police  Dispatch ,Law Dispatch,Menominee County 55,1
5078,13D6,D,55LEIN,Central 911 Police  LEIN ,Law Talk,Menominee County 55,1
5079,13D7,D,55TP968,Hannaville Tribal Police,Law Talk,Menominee County 55,1
5080,13D8,D,48P911,Central 911 Police  Dispatch,Law Dispatch,Luce County 48,1
5081,13D9,D,48LEIN,Central 911 Police  LEIN,Law Talk,Luce County 48,1
5082,13DA,D,D8NORTH,UP Region North Dispatch Posts 81 87,Law Dispatch,State Police District 8  Upper Peninsula Region,1
5083,13DB,D,D8SOUTH,UP Region South Dispatch Post 85,Law Dispatch,State Police District 8  Upper Peninsula Region,1
5086,13DE,D,FISH3,Fisheries,Law Talk,State Dept of Natural Resources  District 3,1
5087,13DF,D,17COM,Countywide Common Mutual Aid all agencies,Interop,Chippewa County 17,1
5088,13E0,D,48SPEV1,Special Events 1,Interop,Luce County 48,1
5089,13E1,D,48SPEV2,Special Events 2,Interop,Luce County 48,1
5091,13E3,D,17P911,Central 911 Police Dispatch,Law Dispatch,Chippewa County 17,1
5092,13E4,D,CBPNFORCE,US Border Patrol Sault Ste Marie,Federal,Federal Government  Law Enforcement,1
5093,13E5,D,21P911,Central 911 Police  Countywide Dispatch,Law Dispatch,Delta County 21,1
5094,13E6,D,21LEIN,Central 911 Police LEIN,Law Talk,Delta County 21,1
5095,13E7,D,21P121,Sheriff Dept Proprietary,Law Talk,Delta County 21,1
5099,13EB,D,21PD382,Escanaba Police Proprietary,Law Talk,Delta County 21,1
5101,13ED,D,24MLNMRH,McLaren Northern Michigan Hospital,Hospital,Emmet County 24,1
5102,13EE,D,48HNJH,Helen Newberry Joy Hospital,Hospital,Luce County 48,1
5104,13F0,D,21E911,Central 911 EMS Dispatch Future Use,EMS Dispatch,Delta County 21,1
5110,13F6,D,22EMS,Central 911 EMS  Dispatch,EMS Dispatch,Dickinson County 22 EMS,1
5111,13F7,D,22FE911,Central 911 FireEMS Coordination,Multi-Tac,Dickinson County 22 CommonInterop,1
5117,13FD,D,77EMS,EMS Operations,EMS-Talk,Schoolcraft County 77,1
5118,13FE,D,77FE911,FireEMS Dispatch,Fire Dispatch,Schoolcraft County 77,1
5125,1405,D,20MMR,Crawford County Dispatch,EMS Dispatch,Mobile Medical Response Med Comm,1
5129,1409,D,48FIRE1,Newberry Fire  Fireground,Fire-Talk,Luce County 48,1
5137,1411,D,17KINROSS,Kinross Ambulance,EMS-Talk,Chippewa County 17,1
5138,1412,D,17DRUMMOND,Drummond Island Ambulance,EMS-Talk,Chippewa County 17,1
5144,1418,D,PETOSK3,Petoskey State Park,Law Talk,State Dept of Natural Resources  District 3,1
5145,1419,D,21PD424,Gladstone Public Safety Proprietary,Law Talk,Delta County 21,1
5146,141A,D,21F911,Central 911 Fire Dispatch Future Use,Fire Dispatch,Delta County 21,1
5147,141B,D,21SERCH,County Search and Rescue,EMS-Talk,Delta County 21,1
5148,141C,D,21SPEV3,Special Events 3,Multi-Tac,Delta County 21,1
5161,1429,D,17LSPS,Lake Superior State Univ Public Safety,Law Dispatch,State Colleges and Universities,1
5162,142A,D,17LOCKS1,Soo Locks Security 1,Military,US Army Corps of Engineers,1
5163,142B,D,17LOCKS2,Soo Locks Security 2,Military,US Army Corps of Engineers,1
5166,142E,D,77FIRE1,Fire Fireground 1,Fire-Tac,Schoolcraft County 77,1
5167,142F,D,77FIRE2,Fire Fireground 2,Fire-Tac,Schoolcraft County 77,1
5168,1430,D,77LAW,Countywide Law Ops,Law Tac,Schoolcraft County 77,1
5169,1431,D,77MPSD,Manistique Public Safety Department,Multi-Tac,Schoolcraft County 77,1
5170,1432,D,77SCSD,County Sheriff,Law Tac,Schoolcraft County 77,1
5174,1436,D,57P911,Central 911 Police Law Enforcement Patched to 159090 MHz,Law Dispatch,Missaukee County 57,1
5175,1437,D,83LEIN,Central 911 Police LEIN,Law Tac,Wexford County 83,1
5183,143F,D,SBRANCHFIRE,South Branch Fire Operations,Fire-Talk,Crawford County 20 Fire,1
5185,1441,D,83P281,Cadillac Police Proprietary,Law Tac,Wexford County 83,1
5187,1443,D,HIAFIRE,US Forest Service Hiawatha National Forest Fire Ops,Federal,Federal Government,1
5193,1449,D,SPCUCOM,Upper Peninsula Park Campgrounds Common,Law Talk,State Dept of Natural Resources  Statewide,1
5210,145A,D,16F911,CCE 911 Fire Dispatch,Fire Dispatch,Cheboygan County 16,1
5214,145E,D,24FE911,Central 911 FireEMS Dispatch,Fire Dispatch,Emmet County 24,1
5221,1465,D,20P120,Central 911 Police Tactical,Fire-Tac,Crawford County 20 Law Enforcement,1
5227,146B,D,57FE911,Central 911 FireEMS Dispatch,Fire Dispatch,Missaukee County 57,1
5231,146F,D,17SSMT1,Sault Ste Marie Transit Services,Transportation,Chippewa County 17,1
5234,1472,DE,NMERT,Northern Michigan Mutual Aid Emergency Response Team SWAT,Law Tac,State Police  Northern Region CID,1
5238,1476,D,SBDCOM,Sleeping Bear Dunes National Lakeshore Common,Federal,Federal Government,1
5240,1478,D,SBDNR,Sleeping Bear Dunes National Lakeshore Natural Resources,Federal,Federal Government,1
5242,147A,D,SBDNL1,Sleeping Bear Dunes National Lakeshore Park Rangers,Federal,Federal Government,1
5243,147B,D,SBDNL2,Sleeping Bear Dunes National Lakeshore Park Rangers,Federal,Federal Government,1
5244,147C,D,17LOCKS3,Soo Locks,Military,US Army Corps of Engineers,1
5245,147D,D,20GRDPS,Grayling DPS PoliceFire,Multi-Talk,Crawford County 20 Law Enforcement,1
5253,1485,D,45F911,Central 911 Fire,Fire Dispatch,Leelanau County 45,1
5264,1490,D,406DPW,Dept of Public Works,Public Works,Saginaw County 73 Local Government,1
5306,14BA,D,405FG1,Kalkaska Twp Fire Tactical,Fire-Tac,Kalkaska County 40,1
5313,14C1,D,28KEMS,Kingsley EMS 2A,EMS-Talk,Grand Traverse County 28 EMS,1
5314,14C2,D,28GLEMS,Green Lake EMS 4A,EMS-Talk,Grand Traverse County 28 EMS,1
5315,14C3,D,28FLEMS,Fife Lake EMS 6A,EMS-Talk,Grand Traverse County 28 EMS,1
5337,14D9,D,METM1RAIL1,M1 Rail QLine Dispatch,Transportation,State DOT MDOT  Metro Region,1
5338,14DA,D,METM1RAIL2,M1 Rail QLine Secondary,Transportation,State DOT MDOT  Metro Region,1
5339,14DB,D,METM1RAIL2,M1 Rail QLine Maintenance,Transportation,State DOT MDOT  Metro Region,1
5340,14DC,D,M1ADMIN,M1 Rail Administration,Transportation,State DOT MDOT  Metro Region,1
5341,14DD,D,M1SUPER,M1 Rail Supervisors,Transportation,State DOT MDOT  Metro Region,1
5342,14DE,D,69EMS911,EMS Dispatch,EMS Dispatch,Otsego County 69,1
5344,14E0,D,40F911,County 911 Central Fire Dispatch,Fire Dispatch,Kalkaska County 40,1
5345,14E1,D,40E911,County 911 Central EMS Dispatch,EMS Dispatch,Kalkaska County 40,1
5375,14FF,D,10 AC PG,County AllCall,Fire Dispatch,Benzie County 10 FireEMS,1
5378,1502,D,69ETAC,EMS Tactical,EMS-Tac,Otsego County 69,1
5384,1508,D,72LYCOM,Lyon Twp Common,Interop,Roscommon County 72,1
5400,1518,D,72FIRE PAGE,Central 911 Fire Paging ,Fire Dispatch,Roscommon County 72,1
5412,1524,D,71CTFPAGE,Case Township Fire Paging,Fire Dispatch,Presque Isle 71,1
5413,1525,D,71EGLPAGE,East Grand Lake Fire Paging,Fire Dispatch,Presque Isle 71,1
5414,1526,D,71OAMBPAGE,Onaway Ambulance Paging,Fire Dispatch,Presque Isle 71,1
5415,1527,D,71OAFDPAGE,Onaway Area Fire Paging,Fire Dispatch,Presque Isle 71,1
5416,1528,D,71OCQBEARPAGE,OcqueocBearinger Fire,Fire Dispatch,Presque Isle 71,1
5417,1529,D,71PITWPPAGE,Presque Isle Township Fire Paging,Fire Dispatch,Presque Isle 71,1
5418,152A,D,71PAFPAGE,Posen Area Fire Paging,Fire Dispatch,Presque Isle 71,1
5419,152B,D,71RCAPAGE,Rogers City Ambulance Paging,EMS Dispatch,Presque Isle 71,1
5420,152C,D,71RCFRPAGE,Rogers City First Responders Paging,EMS Dispatch,Presque Isle 71,1
5421,152D,D,71RCAFPAGE,Rogers City Area Fire Paging,Fire Dispatch,Presque Isle 71,1
5491,1573,D,60E911,Central 911 EMS Dispatch,EMS Dispatch,Montmorency County 60,1
5497,1579,D,GLEOPS1,Operations 1,Utilities,Great Lakes Energy,1
5500,157C,D,GLEOPS2,Operations 2,Utilities,Great Lakes Energy,1
5509,1585,D,GLEOPS3,Operations 3,Utilities,Great Lakes Energy,1
5511,1587,D,GLETECH,Radio Technicians,Utilities,Great Lakes Energy,1
5518,158E,D,GLEHART,Hart Dispatch,Utilities,Great Lakes Energy,1
5521,1591,D,GLERC1,Reed City Dispatch,Utilities,Great Lakes Energy,1
5522,1592,D,GLEOPS4,Operations 4,Utilities,Great Lakes Energy,1
5525,1595,D,GLEOPS7,Operations 7,Utilities,Great Lakes Energy,1
5531,159B,D,GLEDISP,Primary Dispatch,Utilities,Great Lakes Energy,1
5534,159E,D,10EMS,EMS CommonTAC,EMS-Tac,Benzie County 10 FireEMS,1
5535,159F,D,10OPS1,Countywide FireEMS Operations 1,Fire-Tac,Benzie County 10 FireEMS,1
5536,15A0,D,10OPS2,Countywide FireEMS Operations 2,Fire-Tac,Benzie County 10 FireEMS,1
5537,15A1,D,10OPS3,Countywide FireEMS Operations 3,Fire-Tac,Benzie County 10 FireEMS,1
5545,15A9,D,28GTFG4,County Fireground 4,Fire-Tac,Grand Traverse County 28 Fire,1
5546,15AA,D,28SPEV6,Special Event 6,Multi-Tac,Grand Traverse County 28 CommonInterop,1
5551,15AF,D,72PGDTEMS,EMS Denton Twp Paging,EMS Dispatch,Roscommon County 72,1
5553,15B1,D,60PGHILL,Hillman Fire Paging,Fire-Talk,Montmorency County 60,1
5556,15B4,D,60HILMANPG,Hillman EMS Paging,EMS Dispatch,Montmorency County 60,1
5558,15B6,D,10 ST 4 EMS PG,Station 4EMS Paging,EMS Dispatch,Benzie County 10 FireEMS,1
5559,15B7,D,10 ST 5 EMS PG,Station 5EMS Paging,EMS Dispatch,Benzie County 10 FireEMS,1
5560,15B8,D,10 ST 6 EMS PG,Station 6EMS Paging,EMS Dispatch,Benzie County 10 FireEMS,1
5564,15BC,D,10 ST 9 EMS PG,Station 9EMS Paging,EMS Dispatch,Benzie County 10 FireEMS,1
5570,15C2,D,20BCCOM,Beaver Creek Twp Common,Interop,Crawford County 20 CommonInterop,1
5574,15C6,D,72PGLTFEMS,Lyon Twp Fire  EMS paging,Fire Dispatch,Roscommon County 72,1
5999,176F,DE,MOTECH5,Motorola Engineering Technicians 5,Public Works,MPSCS Technicians,1
6001,1771,D,D8EAC,UP Region Emergency All Call Emergency Broadcasts ,Emergency Ops,State Police District 8  Upper Peninsula Region,1
6002,1772,D,MSP8,MSP District 8 UP,Law Talk,State Police  Statewide,1
6003,1773,D,STATW8,Statewide District  8,Interop,MPSCS Statewide,1
6006,1776,D,52FD202,Forsyth Township FireEMS,Multi-Talk,Marquette County 52 Fire,1
6007,1777,D,D8MCD,UP Region Motor Carrier Enforcement,Law Talk,State Police District 8  Upper Peninsula Region,1
6010,177A,D,17FIRE1,Countywide Fire 1,Fire-Tac,Chippewa County 17,1
6011,177B,D,17FIRE2,Countywide Fire 2,Fire-Tac,Chippewa County 17,1
6012,177C,D,52MEDR,MediRide Ambulance  Admin,EMS-Talk,Marquette County 52 EMS  Hospital,1
6017,1781,D,DNR03,District 3 Dispatch,Law Dispatch,State Dept of Natural Resources  District 3,1
6018,1782,D,DNR04,District 4 Dispatch,Law Dispatch,State Dept of Natural Resources  District 4,1
6019,1783,D,D8EAST,UP Region East Dispatch Posts 82 83,Law Dispatch,State Police District 8  Upper Peninsula Region,1
6020,1784,D,D8CENTR,UP Region Central Dispatch Post 84,Law Dispatch,State Police District 8  Upper Peninsula Region,1
6021,1785,DE,TECH8,District 8 Technicians,Public Works,MPSCS Technicians,1
6022,1786,DE,TRIDENT1,TriCounty Drug Enforcement Taskforce,Law Talk,State Police  Upper Peninsula Region CID,1
6023,1787,D,17DRUG,Countywide Narcotics Enforcement Common ,Law Tac,Chippewa County 17,1
6024,1788,D,DNR DELTA 1,Escanaba area,Law Talk,State Dept of Natural Resources  District 1,1
6025,1789,D,49DRUG,Countywide Narcotics EnforcementCommon,Law Tac,Mackinac County 49 Law Enforcement,1
6026,178A,D,77DRUG,Countywide Narcotics Enforcement Common,Law Tac,Schoolcraft County 77,1
6027,178B,D,EMMD8,District 8,Emergency Ops,State Police  Emergency Management and Homeland Security,1
6029,178D,D,D8SABRE,SABRE Enforcement Teams,Law Talk,State Police District 8  Upper Peninsula Region,1
6030,178E,D,D8WEST,UP Region West Dispatch Post 86,Law Dispatch,State Police District 8  Upper Peninsula Region,1
6033,1791,D,MUNSRV04,Munuscong River State Forest Campground,Law Talk,State Dept of Natural Resources  District 2,1
6040,1798,D,MANIST4,Manistique Campground,Law Talk,State Dept of Natural Resources  District 2,1
6041,1799,D,DNRFMESC,Escanaba area,Fire-Tac,State Dept of Natural Resources  Fire Mgmt,1
6042,179A,D,SHINGLE2,Shingleton Forest Mgmt Division,Law Talk,State Dept of Natural Resources  District 2,1
6043,179B,D,NEWBERFG,Newberry Fireground,Fire-Tac,State Dept of Natural Resources  Fire Mgmt,1
6044,179C,D,DNRFMSOO,Sault Ste Marie area,Fire-Tac,State Dept of Natural Resources  Fire Mgmt,1
6047,179F,D,17STP,Sault Tribe Police,Law Dispatch,Chippewa County 17,1
6049,17A1,D,49COM,Countywide County Common,Interop,Mackinac County 49 CommonInterop,1
6051,17A3,D,49EMS9,Straits Area EMS Proprietary,EMS-Talk,Mackinac County 49 FireEMS,1
6052,17A4,D,49FE3,Clark Twp Proprietary,Multi-Talk,Mackinac County 49 FireEMS,1
6053,17A5,D,49FE7,Garfield Twp Proprietary,Multi-Talk,Mackinac County 49 FireEMS,1
6054,17A6,D,49FE911,Central 911 FireEMS  Dispatch,Fire Dispatch,Mackinac County 49 FireEMS,1
6055,17A7,D,49FIRE2,Brevort Twp FD Proprietary,Fire-Talk,Mackinac County 49 FireEMS,1
6056,17A8,D,49FIRE5,HendricksHudson Twp Proprietary,Multi-Talk,Mackinac County 49 FireEMS,1
6057,17A9,D,49EOCS,Emergency Operations Center Staff,Emergency Ops,Mackinac County 49 FireEMS,1
